"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"EES4760_HW5_ex_5_4.nlogox"
"Hilltop stopping q experiment"
"09/16/2026 22:43:29:507 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","149","0","149"
"[run number]","q","random-start","stop-at-hilltop","noise","real-elevation","[step]","clumping","corridor-width"
"1","0","true","true","false","true","282","6.536","1541.0627065483243"
"9","0.8","true","true","false","true","341","8.984","359.2614071312453"
"2","0.1","true","true","false","true","307","7.744","1334.2204401260103"
"8","0.7","true","true","false","true","289","8.692","413.54722386923305"
"6","0.5","true","true","false","true","324","9.004","538.5241515900682"
"3","0.2","true","true","false","true","243","8.616","1002.3181061478771"
"5","0.4","true","true","false","true","350","8.724","675.569487127367"
"4","0.3","true","true","false","true","318","8.512","812.4959274612748"
"9","0.8","true","true","false","true","342","8.984","359.26140713124533"
"7","0.6","true","true","false","true","281","9.372","453.77724918672453"
"1","0","true","true","false","true","283","6.508","1543.064302100822"
"2","0.1","true","true","false","true","308","7.764","1334.4668591447994"
"8","0.7","true","true","false","true","290","8.692","413.5472238692331"
"6","0.5","true","true","false","true","325","9.004","538.524151590068"
"5","0.4","true","true","false","true","351","8.724","675.5694871273664"
"9","0.8","true","true","false","true","343","8.984","359.2614071312458"
"4","0.3","true","true","false","true","319","8.512","812.4959274612751"
"1","0","true","true","false","true","284","6.54","1542.7332138621473"
"7","0.6","true","true","false","true","282","9.372","453.7772491867251"
"3","0.2","true","true","false","true","244","8.616","1002.3181061478772"
"2","0.1","true","true","false","true","309","7.728","1334.9452301163258"
"6","0.5","true","true","false","true","326","9.004","538.5241515900676"
"5","0.4","true","true","false","true","352","8.724","675.5694871273665"
"8","0.7","true","true","false","true","291","8.692","413.54722386923305"
"9","0.8","true","true","false","true","344","8.984","359.2614071312454"
"1","0","true","true","false","true","285","6.528","1542.3388597904893"
"4","0.3","true","true","false","true","320","8.512","812.4959274612748"
"7","0.6","true","true","false","true","283","9.372","453.7772491867245"
"5","0.4","true","true","false","true","353","8.724","675.5694871273669"
"2","0.1","true","true","false","true","310","7.76","1334.9078031262816"
"3","0.2","true","true","false","true","245","8.616","1002.3181061478772"
"6","0.5","true","true","false","true","327","9.004","538.5241515900681"
"9","0.8","true","true","false","true","345","8.984","359.2614071312456"
"1","0","true","true","false","true","286","6.476","1545.9133501461315"
"4","0.3","true","true","false","true","321","8.512","812.4959274612746"
"8","0.7","true","true","false","true","292","8.692","413.5472238692332"
"6","0.5","true","true","false","true","328","9.004","538.5241515900675"
"7","0.6","true","true","false","true","284","9.372","453.7772491867246"
"9","0.8","true","true","false","true","346","8.984","359.2614071312452"
"5","0.4","true","true","false","true","354","8.724","675.5694871273664"
"2","0.1","true","true","false","true","311","7.784","1335.2060602354832"
"4","0.3","true","true","false","true","322","8.512","812.4959274612743"
"1","0","true","true","false","true","287","6.528","1546.421807636885"
"3","0.2","true","true","false","true","246","8.616","1002.3181061478776"
"6","0.5","true","true","false","true","329","9.004","538.5241515900676"
"8","0.7","true","true","false","true","293","8.692","413.5472238692331"
"5","0.4","true","true","false","true","355","8.724","675.5694871273666"
"9","0.8","true","true","false","true","347","8.984","359.2614071312456"
"7","0.6","true","true","false","true","285","9.372","453.777249186725"
"2","0.1","true","true","false","true","312","7.768","1334.53670346229"
"4","0.3","true","true","false","true","323","8.512","812.4959274612742"
"6","0.5","true","true","false","true","330","9.004","538.5241515900682"
"1","0","true","true","false","true","288","6.568","1547.0478306836899"
"5","0.4","true","true","false","true","356","8.724","675.5694871273666"
"8","0.7","true","true","false","true","294","8.692","413.54722386923305"
"9","0.8","true","true","false","true","348","8.984","359.26140713124556"
"3","0.2","true","true","false","true","247","8.616","1002.3181061478774"
"7","0.6","true","true","false","true","286","9.372","453.7772491867253"
"6","0.5","true","true","false","true","331","9.004","538.5241515900681"
"2","0.1","true","true","false","true","313","7.768","1334.8359489266907"
"4","0.3","true","true","false","true","324","8.512","812.4959274612745"
"1","0","true","true","false","true","289","6.488","1548.1724944105954"
"5","0.4","true","true","false","true","357","8.724","675.5694871273672"
"9","0.8","true","true","false","true","349","8.984","359.2614071312455"
"8","0.7","true","true","false","true","295","8.692","413.5472238692334"
"7","0.6","true","true","false","true","287","9.372","453.77724918672465"
"2","0.1","true","true","false","true","314","7.792","1334.2131346035933"
"4","0.3","true","true","false","true","325","8.512","812.4959274612744"
"3","0.2","true","true","false","true","248","8.616","1002.3181061478768"
"6","0.5","true","true","false","true","332","9.004","538.5241515900678"
"1","0","true","true","false","true","290","6.532","1547.2699744306287"
"9","0.8","true","true","false","true","350","8.984","359.26140713124516"
"5","0.4","true","true","false","true","358","8.724","675.569487127367"
"7","0.6","true","true","false","true","288","9.372","453.7772491867252"
"2","0.1","true","true","false","true","315","7.796","1334.3079214313273"
"4","0.3","true","true","false","true","326","8.512","812.4959274612738"
"8","0.7","true","true","false","true","296","8.692","413.5472238692331"
"6","0.5","true","true","false","true","333","9.004","538.5241515900681"
"9","0.8","true","true","false","true","351","8.984","359.2614071312452"
"1","0","true","true","false","true","291","6.532","1547.4677929113657"
"3","0.2","true","true","false","true","249","8.616","1002.3181061478781"
"5","0.4","true","true","false","true","359","8.724","675.5694871273668"
"2","0.1","true","true","false","true","316","7.792","1334.9804061169664"
"4","0.3","true","true","false","true","327","8.512","812.4959274612756"
"9","0.8","true","true","false","true","352","8.984","359.2614071312458"
"1","0","true","true","false","true","292","6.556","1548.296713461764"
"7","0.6","true","true","false","true","289","9.372","453.77724918672516"
"6","0.5","true","true","false","true","334","9.004","538.5241515900681"
"8","0.7","true","true","false","true","297","8.692","413.5472238692334"
"5","0.4","true","true","false","true","360","8.724","675.5694871273666"
"2","0.1","true","true","false","true","317","7.788","1334.568048950307"
"3","0.2","true","true","false","true","250","8.616","1002.3181061478781"
"9","0.8","true","true","false","true","353","8.984","359.2614071312456"
"4","0.3","true","true","false","true","328","8.512","812.4959274612742"
"1","0","true","true","false","true","293","6.584","1546.5211794362544"
"6","0.5","true","true","false","true","335","9.004","538.524151590068"
"5","0.4","true","true","false","true","361","8.724","675.5694871273664"
"7","0.6","true","true","false","true","290","9.372","453.7772491867252"
"8","0.7","true","true","false","true","298","8.692","413.5472238692333"
"2","0.1","true","true","false","true","318","7.788","1334.745708533947"
"9","0.8","true","true","false","true","354","8.984","359.26140713124556"
"4","0.3","true","true","false","true","329","8.512","812.4959274612737"
"5","0.4","true","true","false","true","362","8.724","675.5694871273663"
"6","0.5","true","true","false","true","336","9.004","538.5241515900682"
"1","0","true","true","false","true","294","6.608","1549.8697924986495"
"3","0.2","true","true","false","true","251","8.616","1002.3181061478768"
"7","0.6","true","true","false","true","291","9.372","453.7772491867248"
"2","0.1","true","true","false","true","319","7.816","1334.9716643823808"
"8","0.7","true","true","false","true","299","8.692","413.5472238692332"
"9","0.8","true","true","false","true","355","8.984","359.2614071312456"
"5","0.4","true","true","false","true","363","8.724","675.5694871273665"
"4","0.3","true","true","false","true","330","8.512","812.4959274612745"
"6","0.5","true","true","false","true","337","9.004","538.524151590068"
"1","0","true","true","false","true","295","6.572","1548.3648321739447"
"2","0.1","true","true","false","true","320","7.8","1335.8470377198864"
"5","0.4","true","true","false","true","364","8.724","675.5694871273669"
"7","0.6","true","true","false","true","292","9.372","453.77724918672493"
"3","0.2","true","true","false","true","252","8.616","1002.3181061478774"
"9","0.8","true","true","false","true","356","8.984","359.2614071312453"
"4","0.3","true","true","false","true","331","8.512","812.4959274612744"
"8","0.7","true","true","false","true","300","8.692","413.5472238692335"
"6","0.5","true","true","false","true","338","9.004","538.5241515900676"
"1","0","true","true","false","true","296","6.584","1549.1997416619615"
"5","0.4","true","true","false","true","365","8.724","675.5694871273672"
"2","0.1","true","true","false","true","321","7.8","1335.9755509557144"
"9","0.8","true","true","false","true","357","8.984","359.26140713124556"
"7","0.6","true","true","false","true","293","9.372","453.7772491867247"
"4","0.3","true","true","false","true","332","8.512","812.4959274612746"
"6","0.5","true","true","false","true","339","9.004","538.5241515900676"
"8","0.7","true","true","false","true","301","8.692","413.54722386923356"
"3","0.2","true","true","false","true","253","8.616","1002.3181061478772"
"1","0","true","true","false","true","297","6.572","1549.1439282353674"
"5","0.4","true","true","false","true","366","8.724","675.5694871273665"
"2","0.1","true","true","false","true","322","7.812","1335.2262765817788"
"9","0.8","true","true","false","true","358","8.984","359.2614071312454"
"4","0.3","true","true","false","true","333","8.512","812.4959274612737"
"6","0.5","true","true","false","true","340","9.004","538.5241515900678"
"7","0.6","true","true","false","true","294","9.372","453.7772491867255"
"8","0.7","true","true","false","true","302","8.692","413.5472238692332"
"3","0.2","true","true","false","true","254","8.616","1002.3181061478779"
"1","0","true","true","false","true","298","6.536","1548.913118244438"
"5","0.4","true","true","false","true","367","8.724","675.5694871273666"
"2","0.1","true","true","false","true","323","7.824","1334.2043995243478"
"9","0.8","true","true","false","true","359","8.984","359.2614071312456"
"6","0.5","true","true","false","true","341","9.004","538.5241515900681"
"4","0.3","true","true","false","true","334","8.512","812.495927461274"
"7","0.6","true","true","false","true","295","9.372","453.77724918672516"
"1","0","true","true","false","true","299","6.56","1549.1327342162426"
"5","0.4","true","true","false","true","368","8.724","675.5694871273674"
"2","0.1","true","true","false","true","324","7.804","1333.9520856548204"
"8","0.7","true","true","false","true","303","8.692","413.54722386923333"
"6","0.5","true","true","false","true","342","9.004","538.5241515900682"
"4","0.3","true","true","false","true","335","8.512","812.4959274612738"
"9","0.8","true","true","false","true","360","8.984","359.2614071312455"
"3","0.2","true","true","false","true","255","8.616","1002.3181061478771"
"5","0.4","true","true","false","true","369","8.724","675.5694871273668"
"7","0.6","true","true","false","true","296","9.372","453.7772491867248"
"1","0","true","true","false","true","300","6.528","1550.9271123593244"
"2","0.1","true","true","false","true","325","7.8","1333.6666265439167"
"4","0.3","true","true","false","true","336","8.512","812.4959274612744"
"6","0.5","true","true","false","true","343","9.004","538.524151590068"
"9","0.8","true","true","false","true","361","8.984","359.2614071312457"
"8","0.7","true","true","false","true","304","8.692","413.54722386923345"
"5","0.4","true","true","false","true","370","8.724","675.569487127367"
"3","0.2","true","true","false","true","256","8.616","1002.3181061478779"
"1","0","true","true","false","true","301","6.536","1552.3424612807964"
"7","0.6","true","true","false","true","297","9.372","453.7772491867247"
"4","0.3","true","true","false","true","337","8.512","812.4959274612744"
"2","0.1","true","true","false","true","326","7.82","1333.8818768660228"
"9","0.8","true","true","false","true","362","8.984","359.2614071312455"
"6","0.5","true","true","false","true","344","9.004","538.5241515900683"
"5","0.4","true","true","false","true","371","8.724","675.5694871273665"
"8","0.7","true","true","false","true","305","8.692","413.5472238692332"
"1","0","true","true","false","true","302","6.576","1553.6266691882302"
"4","0.3","true","true","false","true","338","8.512","812.4959274612747"
"3","0.2","true","true","false","true","257","8.616","1002.3181061478776"
"2","0.1","true","true","false","true","327","7.812","1333.7778692947252"
"9","0.8","true","true","false","true","363","8.984","359.26140713124573"
"6","0.5","true","true","false","true","345","9.004","538.5241515900681"
"7","0.6","true","true","false","true","298","9.372","453.77724918672465"
"5","0.4","true","true","false","true","372","8.724","675.5694871273666"
"1","0","true","true","false","true","303","6.544","1552.5427725881102"
"4","0.3","true","true","false","true","339","8.512","812.4959274612746"
"8","0.7","true","true","false","true","306","8.692","413.54722386923333"
"2","0.1","true","true","false","true","328","7.828","1333.2387117370217"
"9","0.8","true","true","false","true","364","8.984","359.26140713124556"
"5","0.4","true","true","false","true","373","8.724","675.5694871273665"
"6","0.5","true","true","false","true","346","9.004","538.5241515900676"
"7","0.6","true","true","false","true","299","9.372","453.7772491867252"
"3","0.2","true","true","false","true","258","8.616","1002.3181061478772"
"4","0.3","true","true","false","true","340","8.512","812.4959274612743"
"1","0","true","true","false","true","304","6.524","1551.7887588598487"
"9","0.8","true","true","false","true","365","8.984","359.2614071312454"
"2","0.1","true","true","false","true","329","7.804","1333.398685423487"
"5","0.4","true","true","false","true","374","8.724","675.569487127367"
"6","0.5","true","true","false","true","347","9.004","538.5241515900676"
"8","0.7","true","true","false","true","307","8.692","413.54722386923333"
"3","0.2","true","true","false","true","259","8.616","1002.3181061478771"
"7","0.6","true","true","false","true","300","9.372","453.7772491867248"
"4","0.3","true","true","false","true","341","8.512","812.495927461275"
"5","0.4","true","true","false","true","375","8.724","675.5694871273666"
"9","0.8","true","true","false","true","366","8.984","359.26140713124573"
"1","0","true","true","false","true","305","6.508","1549.3987672966546"
"2","0.1","true","true","false","true","330","7.812","1332.7754683771582"
"6","0.5","true","true","false","true","348","9.004","538.5241515900676"
"8","0.7","true","true","false","true","308","8.692","413.5472238692328"
"7","0.6","true","true","false","true","301","9.372","453.77724918672465"
"5","0.4","true","true","false","true","376","8.724","675.5694871273669"
"4","0.3","true","true","false","true","342","8.512","812.4959274612744"
"9","0.8","true","true","false","true","367","8.984","359.26140713124556"
"3","0.2","true","true","false","true","260","8.616","1002.3181061478774"
"1","0","true","true","false","true","306","6.496","1549.905685053885"
"2","0.1","true","true","false","true","331","7.804","1333.1423191333488"
"6","0.5","true","true","false","true","349","9.004","538.5241515900676"
"8","0.7","true","true","false","true","309","8.692","413.54722386923333"
"5","0.4","true","true","false","true","377","8.724","675.5694871273665"
"7","0.6","true","true","false","true","302","9.372","453.77724918672527"
"4","0.3","true","true","false","true","343","8.512","812.4959274612747"
"9","0.8","true","true","false","true","368","8.984","359.2614071312458"
"2","0.1","true","true","false","true","332","7.78","1332.6474535092887"
"6","0.5","true","true","false","true","350","9.004","538.524151590068"
"1","0","true","true","false","true","307","6.544","1547.9677028015578"
"5","0.4","true","true","false","true","378","8.724","675.5694871273669"
"3","0.2","true","true","false","true","261","8.616","1002.3181061478779"
"8","0.7","true","true","false","true","310","8.692","413.54722386923316"
"9","0.8","true","true","false","true","369","8.984","359.26140713124545"
"4","0.3","true","true","false","true","344","8.512","812.4959274612745"
"7","0.6","true","true","false","true","303","9.372","453.7772491867251"
"2","0.1","true","true","false","true","333","7.812","1332.6877282406613"
"5","0.4","true","true","false","true","379","8.724","675.5694871273665"
"6","0.5","true","true","false","true","351","9.004","538.5241515900676"
"1","0","true","true","false","true","308","6.504","1544.6017625911145"
"9","0.8","true","true","false","true","370","8.984","359.2614071312458"
"4","0.3","true","true","false","true","345","8.512","812.4959274612745"
"8","0.7","true","true","false","true","311","8.692","413.54722386923345"
"5","0.4","true","true","false","true","380","8.724","675.5694871273665"
"3","0.2","true","true","false","true","262","8.616","1002.3181061478774"
"2","0.1","true","true","false","true","334","7.812","1333.2206573915491"
"7","0.6","true","true","false","true","304","9.372","453.7772491867247"
"6","0.5","true","true","false","true","352","9.004","538.5241515900683"
"1","0","true","true","false","true","309","6.528","1546.289387129578"
"5","0.4","true","true","false","true","381","8.724","675.5694871273665"
"4","0.3","true","true","false","true","346","8.512","812.4959274612742"
"9","0.8","true","true","false","true","371","8.984","359.26140713124533"
"8","0.7","true","true","false","true","312","8.692","413.54722386923305"
"2","0.1","true","true","false","true","335","7.8","1333.012502612549"
"6","0.5","true","true","false","true","353","9.004","538.5241515900682"
"3","0.2","true","true","false","true","263","8.616","1002.3181061478781"
"9","0.8","true","true","false","true","372","8.984","359.2614071312454"
"5","0.4","true","true","false","true","382","8.724","675.5694871273669"
"7","0.6","true","true","false","true","305","9.372","453.7772491867249"
"1","0","true","true","false","true","310","6.588","1545.1468094434456"
"4","0.3","true","true","false","true","347","8.512","812.4959274612739"
"9","0.8","true","true","false","true","373","8.984","359.26140713124556"
"2","0.1","true","true","false","true","336","7.796","1331.8107744005595"
"8","0.7","true","true","false","true","313","8.692","413.5472238692335"
"6","0.5","true","true","false","true","354","9.004","538.5241515900677"
"5","0.4","true","true","false","true","383","8.724","675.5694871273663"
"1","0","true","true","false","true","311","6.576","1545.1011779944936"
"7","0.6","true","true","false","true","306","9.372","453.7772491867249"
"4","0.3","true","true","false","true","348","8.512","812.4959274612738"
"3","0.2","true","true","false","true","264","8.616","1002.3181061478774"
"2","0.1","true","true","false","true","337","7.808","1330.9503168007766"
"9","0.8","true","true","false","true","374","8.984","359.2614071312454"
"5","0.4","true","true","false","true","384","8.724","675.5694871273668"
"6","0.5","true","true","false","true","355","9.004","538.5241515900682"
"8","0.7","true","true","false","true","314","8.692","413.5472238692333"
"4","0.3","true","true","false","true","349","8.512","812.4959274612747"
"1","0","true","true","false","true","312","6.588","1544.8729600762185"
"2","0.1","true","true","false","true","338","7.816","1331.3928065269595"
"7","0.6","true","true","false","true","307","9.372","453.77724918672493"
"9","0.8","true","true","false","true","375","8.984","359.2614071312453"
"5","0.4","true","true","false","true","385","8.724","675.5694871273668"
"6","0.5","true","true","false","true","356","9.004","538.5241515900681"
"1","0","true","true","false","true","313","6.592","1546.943853606975"
"3","0.2","true","true","false","true","265","8.616","1002.3181061478776"
"8","0.7","true","true","false","true","315","8.692","413.54722386923345"
"4","0.3","true","true","false","true","350","8.512","812.495927461275"
"5","0.4","true","true","false","true","386","8.724","675.5694871273668"
"2","0.1","true","true","false","true","339","7.828","1330.7084082893616"
"9","0.8","true","true","false","true","376","8.984","359.26140713124545"
"6","0.5","true","true","false","true","357","9.004","538.5241515900676"
"7","0.6","true","true","false","true","308","9.372","453.77724918672465"
"1","0","true","true","false","true","314","6.568","1547.9291628636513"
"4","0.3","true","true","false","true","351","8.512","812.4959274612745"
"5","0.4","true","true","false","true","387","8.724","675.5694871273672"
"8","0.7","true","true","false","true","316","8.692","413.54722386923305"
"2","0.1","true","true","false","true","340","7.852","1330.8414261047221"
"3","0.2","true","true","false","true","266","8.616","1002.3181061478772"
"6","0.5","true","true","false","true","358","9.004","538.5241515900676"
"9","0.8","true","true","false","true","377","8.984","359.26140713124573"
"7","0.6","true","true","false","true","309","9.372","453.7772491867249"
"1","0","true","true","false","true","315","6.612","1548.4662356350482"
"5","0.4","true","true","false","true","388","8.724","675.5694871273669"
"4","0.3","true","true","false","true","352","8.512","812.4959274612738"
"2","0.1","true","true","false","true","341","7.816","1331.0483325270932"
"6","0.5","true","true","false","true","359","9.004","538.5241515900678"
"9","0.8","true","true","false","true","378","8.984","359.2614071312453"
"8","0.7","true","true","false","true","317","8.692","413.54722386923316"
"3","0.2","true","true","false","true","267","8.616","1002.3181061478779"
"1","0","true","true","false","true","316","6.608","1548.0280146666817"
"4","0.3","true","true","false","true","353","8.512","812.495927461275"
"7","0.6","true","true","false","true","310","9.372","453.7772491867251"
"5","0.4","true","true","false","true","389","8.724","675.5694871273669"
"9","0.8","true","true","false","true","379","8.984","359.2614071312454"
"2","0.1","true","true","false","true","342","7.84","1331.7921775506825"
"6","0.5","true","true","false","true","360","9.004","538.5241515900678"
"5","0.4","true","true","false","true","390","8.724","675.5694871273664"
"8","0.7","true","true","false","true","318","8.692","413.5472238692333"
"4","0.3","true","true","false","true","354","8.512","812.4959274612742"
"3","0.2","true","true","false","true","268","8.616","1002.3181061478779"
"1","0","true","true","false","true","317","6.6","1549.5258081236548"
"2","0.1","true","true","false","true","343","7.844","1332.3597775861795"
"7","0.6","true","true","false","true","311","9.372","453.77724918672493"
"9","0.8","true","true","false","true","380","8.984","359.26140713124545"
"6","0.5","true","true","false","true","361","9.004","538.5241515900683"
"5","0.4","true","true","false","true","391","8.724","675.5694871273668"
"4","0.3","true","true","false","true","355","8.512","812.4959274612744"
"8","0.7","true","true","false","true","319","8.692","413.5472238692334"
"2","0.1","true","true","false","true","344","7.84","1334.0227359416021"
"1","0","true","true","false","true","318","6.56","1550.3202068977182"
"9","0.8","true","true","false","true","381","8.984","359.26140713124556"
"7","0.6","true","true","false","true","312","9.372","453.7772491867251"
"5","0.4","true","true","false","true","392","8.724","675.5694871273665"
"3","0.2","true","true","false","true","269","8.616","1002.3181061478779"
"6","0.5","true","true","false","true","362","9.004","538.524151590068"
"4","0.3","true","true","false","true","356","8.512","812.4959274612743"
"5","0.4","true","true","false","true","393","8.724","675.5694871273666"
"9","0.8","true","true","false","true","382","8.984","359.26140713124533"
"2","0.1","true","true","false","true","345","7.816","1334.8024452645527"
"6","0.5","true","true","false","true","363","9.004","538.5241515900676"
"8","0.7","true","true","false","true","320","8.692","413.54722386923333"
"1","0","true","true","false","true","319","6.536","1551.923840449906"
"7","0.6","true","true","false","true","313","9.372","453.7772491867248"
"4","0.3","true","true","false","true","357","8.512","812.4959274612742"
"3","0.2","true","true","false","true","270","8.616","1002.3181061478772"
"9","0.8","true","true","false","true","383","8.984","359.2614071312456"
"5","0.4","true","true","false","true","394","8.724","675.5694871273669"
"6","0.5","true","true","false","true","364","9.004","538.524151590068"
"2","0.1","true","true","false","true","346","7.832","1334.9375167487442"
"8","0.7","true","true","false","true","321","8.692","413.54722386923356"
"1","0","true","true","false","true","320","6.584","1550.0677368054687"
"9","0.8","true","true","false","true","384","8.984","359.26140713124533"
"4","0.3","true","true","false","true","358","8.512","812.4959274612744"
"5","0.4","true","true","false","true","395","8.724","675.5694871273663"
"7","0.6","true","true","false","true","314","9.372","453.77724918672527"
"3","0.2","true","true","false","true","271","8.616","1002.3181061478786"
"2","0.1","true","true","false","true","347","7.852","1335.1273929493289"
"6","0.5","true","true","false","true","365","9.004","538.524151590068"
"1","0","true","true","false","true","321","6.636","1550.1254072712763"
"9","0.8","true","true","false","true","385","8.984","359.2614071312455"
"5","0.4","true","true","false","true","396","8.724","675.5694871273669"
"8","0.7","true","true","false","true","322","8.692","413.54722386923333"
"4","0.3","true","true","false","true","359","8.512","812.4959274612745"
"6","0.5","true","true","false","true","366","9.004","538.524151590068"
"7","0.6","true","true","false","true","315","9.372","453.77724918672516"
"2","0.1","true","true","false","true","348","7.856","1335.0966385600154"
"5","0.4","true","true","false","true","397","8.724","675.5694871273668"
"1","0","true","true","false","true","322","6.524","1547.4633834520594"
"4","0.3","true","true","false","true","360","8.512","812.4959274612744"
"9","0.8","true","true","false","true","386","8.984","359.26140713124556"
"3","0.2","true","true","false","true","272","8.616","1002.3181061478772"
"8","0.7","true","true","false","true","323","8.692","413.547223869233"
"6","0.5","true","true","false","true","367","9.004","538.5241515900678"
"2","0.1","true","true","false","true","349","7.852","1334.6349450178166"
"5","0.4","true","true","false","true","398","8.724","675.5694871273669"
"4","0.3","true","true","false","true","361","8.512","812.4959274612744"
"7","0.6","true","true","false","true","316","9.372","453.77724918672527"
"1","0","true","true","false","true","323","6.616","1548.8589476868049"
"9","0.8","true","true","false","true","387","8.984","359.2614071312458"
"6","0.5","true","true","false","true","368","9.004","538.524151590068"
"3","0.2","true","true","false","true","273","8.616","1002.3181061478774"
"8","0.7","true","true","false","true","324","8.692","413.5472238692333"
"2","0.1","true","true","false","true","350","7.84","1333.2655701306705"
"4","0.3","true","true","false","true","362","8.512","812.4959274612751"
"1","0","true","true","false","true","324","6.608","1549.0293743962588"
"5","0.4","true","true","false","true","399","8.724","675.5694871273666"
"9","0.8","true","true","false","true","388","8.984","359.2614071312458"
"7","0.6","true","true","false","true","317","9.372","453.777249186725"
"5","0.4","true","true","false","true","400","8.724","675.5694871273672"
"6","0.5","true","true","false","true","369","9.004","538.5241515900677"
"2","0.1","true","true","false","true","351","7.836","1331.869556954661"
"4","0.3","true","true","false","true","363","8.512","812.4959274612743"
"8","0.7","true","true","false","true","325","8.692","413.54722386923316"
"1","0","true","true","false","true","325","6.568","1547.398478611195"
"9","0.8","true","true","false","true","389","8.984","359.2614071312457"
"3","0.2","true","true","false","true","274","8.616","1002.3181061478771"
"5","0.4","true","true","false","true","401","8.724","675.5694871273665"
"7","0.6","true","true","false","true","318","9.372","453.77724918672516"
"6","0.5","true","true","false","true","370","9.004","538.5241515900677"
"2","0.1","true","true","false","true","352","7.836","1331.422056152109"
"4","0.3","true","true","false","true","364","8.512","812.4959274612748"
"8","0.7","true","true","false","true","326","8.692","413.54722386923316"
"9","0.8","true","true","false","true","390","8.984","359.26140713124585"
"1","0","true","true","false","true","326","6.584","1544.509585771362"
"5","0.4","true","true","false","true","402","8.724","675.569487127367"
"6","0.5","true","true","false","true","371","9.004","538.5241515900681"
"3","0.2","true","true","false","true","275","8.616","1002.3181061478772"
"1","0","true","true","false","true","327","6.528","1543.797046586551"
"2","0.1","true","true","false","true","353","7.856","1330.7103939891288"
"4","0.3","true","true","false","true","365","8.512","812.4959274612744"
"9","0.8","true","true","false","true","391","8.984","359.26140713124516"
"5","0.4","true","true","false","true","403","8.724","675.5694871273669"
"7","0.6","true","true","false","true","319","9.372","453.77724918672453"
"8","0.7","true","true","false","true","327","8.692","413.5472238692331"
"6","0.5","true","true","false","true","372","9.004","538.5241515900681"
"4","0.3","true","true","false","true","366","8.512","812.495927461275"
"9","0.8","true","true","false","true","392","8.984","359.2614071312458"
"5","0.4","true","true","false","true","404","8.724","675.5694871273673"
"2","0.1","true","true","false","true","354","7.832","1329.5910459546765"
"1","0","true","true","false","true","328","6.56","1546.9103430447224"
"3","0.2","true","true","false","true","276","8.616","1002.3181061478774"
"7","0.6","true","true","false","true","320","9.372","453.7772491867252"
"5","0.4","true","true","false","true","405","8.724","675.5694871273669"
"6","0.5","true","true","false","true","373","9.004","538.524151590068"
"8","0.7","true","true","false","true","328","8.692","413.54722386923316"
"4","0.3","true","true","false","true","367","8.512","812.4959274612743"
"9","0.8","true","true","false","true","393","8.984","359.26140713124556"
"2","0.1","true","true","false","true","355","7.84","1328.8265640109937"
"1","0","true","true","false","true","329","6.544","1546.617796473966"
"3","0.2","true","true","false","true","277","8.616","1002.3181061478776"
"5","0.4","true","true","false","true","406","8.724","675.5694871273665"
"4","0.3","true","true","false","true","368","8.512","812.4959274612746"
"6","0.5","true","true","false","true","374","9.004","538.524151590068"
"7","0.6","true","true","false","true","321","9.372","453.7772491867248"
"2","0.1","true","true","false","true","356","7.836","1329.2773484422396"
"9","0.8","true","true","false","true","394","8.984","359.26140713124556"
"8","0.7","true","true","false","true","329","8.692","413.54722386923333"
"1","0","true","true","false","true","330","6.488","1550.6439894385164"
"6","0.5","true","true","false","true","375","9.004","538.5241515900676"
"4","0.3","true","true","false","true","369","8.512","812.4959274612751"
"5","0.4","true","true","false","true","407","8.724","675.5694871273665"
"2","0.1","true","true","false","true","357","7.84","1329.0742699522107"
"9","0.8","true","true","false","true","395","8.984","359.2614071312457"
"3","0.2","true","true","false","true","278","8.616","1002.3181061478779"
"7","0.6","true","true","false","true","322","9.372","453.77724918672493"
"1","0","true","true","false","true","331","6.58","1548.60047418763"
"8","0.7","true","true","false","true","330","8.692","413.54722386923333"
"4","0.3","true","true","false","true","370","8.512","812.495927461275"
"6","0.5","true","true","false","true","376","9.004","538.5241515900681"
"2","0.1","true","true","false","true","358","7.84","1329.3735027118937"
"5","0.4","true","true","false","true","408","8.724","675.5694871273668"
"9","0.8","true","true","false","true","396","8.984","359.2614071312454"
"1","0","true","true","false","true","332","6.596","1545.537673822481"
"3","0.2","true","true","false","true","279","8.616","1002.3181061478776"
"7","0.6","true","true","false","true","323","9.372","453.7772491867249"
"6","0.5","true","true","false","true","377","9.004","538.524151590068"
"5","0.4","true","true","false","true","409","8.724","675.5694871273671"
"4","0.3","true","true","false","true","371","8.512","812.4959274612752"
"2","0.1","true","true","false","true","359","7.848","1329.8708473457648"
"8","0.7","true","true","false","true","331","8.692","413.54722386923345"
"9","0.8","true","true","false","true","397","8.984","359.26140713124556"
"6","0.5","true","true","false","true","378","9.004","538.5241515900674"
"5","0.4","true","true","false","true","410","8.724","675.5694871273665"
"1","0","true","true","false","true","333","6.548","1542.1061996226927"
"2","0.1","true","true","false","true","360","7.868","1331.070981988789"
"4","0.3","true","true","false","true","372","8.512","812.495927461274"
"3","0.2","true","true","false","true","280","8.616","1002.3181061478772"
"8","0.7","true","true","false","true","332","8.692","413.54722386923333"
"7","0.6","true","true","false","true","324","9.372","453.77724918672493"
"9","0.8","true","true","false","true","398","8.984","359.2614071312452"
